,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Rank,Value
538,Lucretia,D'Agostini,Female,41,1978-12-14,Database Administrator III,Manufacturing,High Net Worth,N,No,15,4 Gale Center,3185,VIC,Australia,7,0.4,0.4,0.4,0.4,536,536,0.8250000000000001
539,Claude,Bowstead,Female,37,1997-11-29,Accounting Assistant III,Manufacturing,Mass Customer,N,No,7,5263 Stone Corner Crossing,2217,NSW,Australia,12,0.42,0.42,0.525,0.44625,536,536,0.8250000000000001
540,Donn,MacGregor,Male,80,1965-04-22,Civil Engineer,Manufacturing,High Net Worth,N,No,5,0439 Mandrake Park,2046,NSW,Australia,10,0.92,0.92,1.1500000000000001,1.1500000000000001,536,536,0.8250000000000001
541,Laurel,Devennie,Female,78,1976-09-25,VP Product Management,Manufacturing,Affluent Customer,N,No,13,069 Hoard Pass,4352,QLD,Australia,5,0.42,0.42,0.42,0.42,536,536,0.8250000000000001
542,Elvira,Darthe,Female,10,1975-04-08 00:00:00,Accounting Assistant I,Financial Services,Affluent Customer,N,No,16,89 Green Ridge Point,2168,NSW,Australia,9,0.64,0.64,0.8,0.8,536,536,0.8250000000000001
543,Angie,Tansley,Male,68,1950-11-30,VP Sales,Manufacturing,Mass Customer,N,No,8,8 Cardinal Junction,2444,NSW,Australia,7,0.86,0.86,0.86,0.731,544,544,0.8245
544,Terrence,Dalligan,Male,60,1998-02-19,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,2,240 Main Hill,3200,VIC,Australia,6,0.64,0.8,0.8,0.8,544,544,0.8245
545,Katy,Crooke,Female,0,1977-06-30,Food Chemist,Health,Mass Customer,N,No,13,67081 Burrows Center,2111,NSW,Australia,12,0.52,0.52,0.65,0.5525,546,546,0.8234374999999999
546,Sammy,Borsi,Female,99,1972-04-27,Accountant III,Financial Services,Mass Customer,N,No,5,0 Kipling Way,2289,NSW,Australia,7,0.91,0.91,1.1375,0.9668749999999999,546,546,0.8234374999999999
547,Morganica,Ainsbury,Female,37,1973-01-06,Senior Editor,Entertainment,High Net Worth,N,Yes,9,1 Raven Way,2151,NSW,Australia,10,0.68,0.8500000000000001,1.0625,1.0625,546,546,0.8234374999999999
548,Nils,Champion,Male,69,1984-07-06,Programmer III,Retail,Affluent Customer,N,No,13,261 Holy Cross Park,2750,NSW,Australia,9,0.78,0.78,0.9750000000000001,0.9750000000000001,549,549,0.82
549,Beverlee,Querree,Female,42,1991-04-21,Marketing Manager,Financial Services,High Net Worth,N,Yes,12,891 Ohio Terrace,2075,NSW,Australia,12,1.04,1.3,1.625,1.625,549,549,0.82
550,Cami,Eitter,Female,34,1979-01-03 00:00:00,Professor,Manufacturing,High Net Worth,N,Yes,11,1408 Hovde Circle,3081,VIC,Australia,9,0.41,0.5125,0.640625,0.640625,551,551,0.818125
551,Reiko,Degenhardt,Female,83,1976-01-16,Financial Analyst,Financial Services,High Net Worth,N,Yes,5,50897 Northfield Road,4280,QLD,Australia,6,0.5,0.625,0.78125,0.78125,552,552,0.816
552,Cord,Dunsmore,Male,12,1999-04-21,Internal Auditor,Manufacturing,Mass Customer,N,Yes,13,596 Boyd Park,4301,QLD,Australia,3,0.95,1.1875,1.1875,1.009375,552,552,0.816
553,Gabey,Kennicott,Female,55,1958-05-14,Developer I,Financial Services,Affluent Customer,N,No,17,8 Fordem Place,2322,NSW,Australia,6,0.63,0.63,0.63,0.63,552,552,0.816
554,Jacqui,Devey,Female,79,1995-10-01,Analyst Programmer,Financial Services,High Net Worth,N,Yes,13,656 Kennedy Crossing,2261,NSW,Australia,8,0.59,0.7374999999999999,0.7374999999999999,0.7374999999999999,555,555,0.8125
555,Byrom,Ramas,Male,23,1993-11-02,Help Desk Technician,Manufacturing,High Net Worth,N,No,12,2 Jackson Place,2528,NSW,Australia,7,0.7,0.7,0.7,0.7,555,555,0.8125
556,Worthington,Ahmed,Male,79,1972-03-24,Senior Cost Accountant,Financial Services,High Net Worth,N,No,13,39408 Manufacturers Road,3335,VIC,Australia,3,0.99,0.99,0.99,0.99,555,555,0.8125
557,Chico,Dye,Male,46,1994-02-04,Speech Pathologist,Manufacturing,High Net Worth,N,No,13,168 Schlimgen Center,2526,NSW,Australia,9,0.6,0.6,0.75,0.75,555,555,0.8125
558,Davidde,Cockroft,Male,70,1947-04-21,Geological Engineer,Manufacturing,High Net Worth,N,No,8,8 Kim Avenue,2158,NSW,Australia,12,1.07,1.07,1.3375000000000001,1.3375000000000001,555,555,0.8125
559,Charlie,Dmych,Male,60,1950-03-31,Account Coordinator,Manufacturing,High Net Worth,N,No,13,920 Cambridge Way,2263,NSW,Australia,6,0.64,0.64,0.64,0.64,555,555,0.8125
560,Donn,Chaney,Male,15,1951-01-29,Research Assistant II,,Mass Customer,N,No,13,4 Schlimgen Trail,4701,QLD,Australia,3,1.09,1.09,1.09,0.9265,561,561,0.81015625
561,Kamila,Parsonage,Female,80,1954-03-08,,Property,Mass Customer,N,No,5,31 Mccormick Court,4131,QLD,Australia,8,0.65,0.65,0.65,0.5525,562,562,0.81
562,Barth,Sapshed,Male,4,1994-06-16,Executive Secretary,Financial Services,Mass Customer,N,Yes,13,65 Milwaukee Lane,4520,QLD,Australia,10,0.89,1.1125,1.390625,1.1820312499999999,563,563,0.8075
563,Padriac,Collacombe,Male,67,1967-04-07,Software Consultant,Health,Affluent Customer,N,No,13,76 Mendota Park,2090,NSW,Australia,10,0.72,0.72,0.8999999999999999,0.8999999999999999,563,563,0.8075
564,Olive,Mozzi,Female,87,1955-07-06,Account Representative IV,Retail,Affluent Customer,N,Yes,20,26667 Rigney Place,2567,NSW,Australia,9,1.0,1.25,1.5625,1.5625,563,563,0.8075
565,Benedict,Rosas,Male,73,1955-11-25,Actuary,Financial Services,High Net Worth,N,Yes,15,898 Muir Court,2142,NSW,Australia,6,0.7,0.875,0.875,0.875,563,563,0.8075
566,Virginia,De Antoni,Female,17,1964-03-14,Executive Secretary,Telecommunications,High Net Worth,N,Yes,12,88093 Pierstorff Plaza,2030,NSW,Australia,10,0.95,1.1875,1.484375,1.484375,563,563,0.8075
567,Nicolas,O'Donnell,Male,40,1986-09-25,Internal Auditor,,Mass Customer,N,Yes,14,3319 Anthes Crossing,3177,VIC,Australia,7,0.87,1.0875,1.0875,0.924375,568,568,0.8
568,Oswald,MacCarlich,Male,81,1991-11-24,Assistant Media Planner,Entertainment,Mass Customer,N,No,14,16 Mosinee Place,4717,QLD,Australia,1,0.54,0.54,0.675,0.57375,568,568,0.8
569,Ailyn,Howgate,Female,66,2001-09-27,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,2,197 Northport Plaza,4213,QLD,Australia,7,0.4,0.5,0.5,0.425,568,568,0.8
570,Karol,Salthouse,Female,53,1968-07-29,Research Assistant III,Financial Services,Mass Customer,N,Yes,18,10236 Mifflin Avenue,2570,NSW,Australia,8,0.44,0.55,0.55,0.4675,568,568,0.8
571,Esdras,Birchett,Male,81,1950-12-09,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,21,5287 Clarendon Plaza,2258,NSW,Australia,9,0.78,0.9750000000000001,1.21875,1.0359375,568,568,0.8
572,Wilfrid,Gertray,Male,1,1942-08-23,Accounting Assistant I,Financial Services,Mass Customer,N,No,16,38407 Sutteridge Circle,2766,NSW,Australia,8,0.55,0.55,0.55,0.4675,568,568,0.8
573,Charmain,Styles,Female,49,1965-02-25,Programmer Analyst I,Property,High Net Worth,N,Yes,18,423 Holy Cross Lane,3029,VIC,Australia,7,0.6,0.75,0.75,0.75,574,574,0.7989999999999999
574,Harlene,Nono,U,69,,Human Resources Manager,IT,Mass Customer,N,No,12,0307 Namekagon Crossing,2170,NSW,Australia,7,1.1,1.1,1.1,0.935,575,575,0.796875
575,Kirsteni,Gritskov,Female,66,1998-05-12,,,Mass Customer,N,No,4,743 Stuart Terrace,2560,NSW,Australia,7,0.73,0.73,0.73,0.6204999999999999,575,575,0.796875
576,Bobby,Summersby,Male,90,1943-10-27,Sales Associate,Financial Services,Affluent Customer,N,No,7,1478 Oak Valley Park,3350,VIC,Australia,2,0.4,0.4,0.5,0.5,575,575,0.796875
577,Shepherd,Dutchburn,Male,33,1976-08-12,Senior Sales Associate,Financial Services,High Net Worth,N,Yes,9,8970 Anhalt Junction,2160,NSW,Australia,9,0.66,0.8250000000000001,1.03125,1.03125,575,575,0.796875
578,Berenice,Kaesmakers,Female,64,1994-10-15,Sales Representative,Retail,Mass Customer,N,No,11,563 Waywood Park,2145,NSW,Australia,9,0.88,0.88,1.1,0.935,575,575,0.796875
579,Jesse,Crosio,Male,75,1994-04-15,Data Coordiator,,Mass Customer,N,Yes,13,9313 Mayer Street,3133,VIC,Australia,8,0.45,0.5625,0.5625,0.47812499999999997,575,575,0.796875
580,Cordi,Thornton,Female,47,1973-01-04,Structural Engineer,Telecommunications,Mass Customer,N,No,11,2978 Mccormick Center,2028,NSW,Australia,10,0.69,0.69,0.8624999999999999,0.7331249999999999,575,575,0.796875
581,Debbie,Tillman,Female,3,1990-07-06,Account Coordinator,Manufacturing,High Net Worth,N,Yes,13,527 Jay Trail,4551,QLD,Australia,8,0.54,0.675,0.675,0.675,582,582,0.79
582,Judie,Pirkis,Female,2,1995-07-18,Recruiter,,Affluent Customer,N,Yes,4,6 Loftsgordon Pass,2111,NSW,Australia,11,0.97,1.2125,1.515625,1.515625,583,583,0.7875
583,Flin,Yoskowitz,Male,9,1995-12-17,Registered Nurse,Health,Mass Customer,N,Yes,11,9940 Manley Drive,2574,NSW,Australia,7,1.02,1.275,1.275,1.08375,583,583,0.7875
584,Noel,Sturch,Female,26,1951-10-28,Environmental Specialist,Health,Mass Customer,N,No,10,0736 West Crossing,3585,VIC,Australia,1,0.41,0.41,0.41,0.3485,583,583,0.7875
585,Letizia,Poore,Female,27,1938-08-30,Web Developer II,Manufacturing,Affluent Customer,N,No,15,95796 Mcbride Drive,3677,VIC,Australia,3,0.96,0.96,0.96,0.96,583,583,0.7875
586,Raynard,,Male,32,1996-04-13,Statistician III,Health,Affluent Customer,N,No,14,20187 Loomis Court,4132,QLD,Australia,6,0.55,0.55,0.55,0.55,587,587,0.78625
587,Kiley,Grunder,Male,95,1994-04-17,Cost Accountant,Financial Services,Affluent Customer,N,Yes,1,17393 Colorado Hill,4006,QLD,Australia,8,0.67,0.8375,1.046875,1.046875,587,587,0.78625
588,Ethelred,Sissel,Male,83,1974-12-25,Programmer Analyst IV,Health,High Net Worth,N,No,18,65 Rutledge Parkway,2539,NSW,Australia,8,0.6,0.6,0.75,0.75,587,587,0.78625
589,Dena,Pabst,Female,39,1987-04-20,Account Executive,Manufacturing,High Net Worth,N,Yes,17,02023 Loeprich Drive,3037,VIC,Australia,7,0.88,1.1,1.1,1.1,590,590,0.7835937499999999
590,Wyndham,Woolford,Male,1,1979-10-22,Engineer IV,Manufacturing,Mass Customer,N,No,10,9107 Pine View Plaza,3977,VIC,Australia,6,0.64,0.64,0.64,0.544,591,591,0.782
591,Rochette,Haddacks,Female,44,1996-05-10,Tax Accountant,Retail,Affluent Customer,N,Yes,13,822 Di Loreto Junction,3020,VIC,Australia,8,1.1,1.375,1.375,1.375,591,591,0.782
592,Jamal,Dudgeon,Male,83,1965-02-09,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,7,2712 Namekagon Crossing,3029,VIC,Australia,5,0.4,0.4,0.5,0.425,591,591,0.782
593,Levin,Coxen,Male,13,1955-10-22,Accountant I,Property,Mass Customer,N,No,20,32 Hazelcrest Court,2753,NSW,Australia,8,0.66,0.66,0.66,0.561,594,594,0.78125
594,Marinna,Kauschke,Female,21,1973-03-15 00:00:00,Sales Associate,Financial Services,Affluent Customer,N,Yes,8,9 Forster Circle,3174,VIC,Australia,3,0.9,1.125,1.125,1.125,595,595,0.775625
595,Kyle,Michie,Female,6,1958-07-19,Nurse Practicioner,,Mass Customer,N,Yes,10,07226 Anzinger Avenue,3032,VIC,Australia,8,0.6,0.75,0.75,0.6375,595,595,0.775625
596,Lanie,Cobbold,Male,57,1978-12-31 00:00:00,Senior Sales Associate,,Mass Customer,N,Yes,9,936 Porter Lane,2323,NSW,Australia,5,0.66,0.8250000000000001,0.8250000000000001,0.70125,595,595,0.775625
597,Gilbert,O'Fallone,Male,29,1994-11-07,Assistant Media Planner,Entertainment,High Net Worth,N,No,1,6 Havey Pass,2126,NSW,Australia,11,0.82,0.82,1.025,1.025,595,595,0.775625
598,Gerianne,Kaysor,U,15,,Project Manager,IT,Affluent Customer,N,No,5,882 Toban Lane,2121,NSW,Australia,11,0.41,0.41,0.5125,0.5125,599,599,0.775
599,Esther,McOnie,Female,59,1939-05-26,Legal Assistant,,Mass Customer,N,No,14,844 Forster Place,2096,NSW,Australia,12,0.46,0.46,0.5750000000000001,0.48875,599,599,0.775
600,Chaim,Kingdon,Male,63,1996-01-21,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,15,42590 Bellgrove Court,2097,NSW,Australia,9,0.72,0.8999999999999999,1.125,1.125,599,599,0.775
601,Anson,Dearnaly,Male,68,1997-06-29,Data Coordiator,Health,Affluent Customer,N,Yes,11,6060 Veith Crossing,2103,NSW,Australia,11,0.94,1.1749999999999998,1.4687499999999998,1.4687499999999998,602,602,0.7735
602,Caitrin,Critten,Female,45,1973-01-29,Director of Sales,Manufacturing,Mass Customer,N,Yes,10,25 Lakeland Point,4113,QLD,Australia,7,1.09,1.3625,1.3625,1.158125,603,603,0.7703125
603,Garreth,Minett,Male,93,1961-05-23,Physical Therapy Assistant,,Affluent Customer,N,Yes,10,21667 Randy Crossing,3163,VIC,Australia,7,0.66,0.8250000000000001,1.03125,1.03125,604,604,0.765
604,Rozamond,Sommer,Female,27,1966-09-19,Operator,IT,Affluent Customer,N,Yes,12,608 Dapin Court,3129,VIC,Australia,10,0.45,0.5625,0.703125,0.703125,604,604,0.765
605,Annabell,Downer,Female,33,1955-11-25,Budget/Accounting Analyst II,,Affluent Customer,N,No,20,8738 Lukken Terrace,2763,NSW,Australia,9,0.44,0.44,0.55,0.55,606,606,0.7649999999999999
606,Maximilian,Geffen,Male,96,1955-07-13,Automation Specialist III,Manufacturing,Mass Customer,N,Yes,20,8634 Wayridge Pass,2750,NSW,Australia,8,1.08,1.35,1.6875,1.434375,606,606,0.7649999999999999
607,Ajay,Worham,Female,80,1979-09-30,Computer Systems Analyst I,Manufacturing,Mass Customer,N,Yes,12,5 Homewood Road,2800,NSW,Australia,6,0.86,1.075,1.075,0.91375,606,606,0.7649999999999999
608,Jamison,Cashin,Male,70,1970-05-19,VP Product Management,Health,Mass Customer,N,Yes,5,7 Dunning Avenue,2477,NSW,Australia,8,0.48,0.6,0.6,0.51,609,609,0.7625
609,Dorian,Emery,Female,94,1998-08-24,Professor,Manufacturing,Mass Customer,N,Yes,9,67 Beilfuss Plaza,2168,NSW,Australia,8,0.86,1.075,1.34375,1.1421875,609,609,0.7625
610,Nicol,Swinford,Male,65,1976-12-07 00:00:00,VP Marketing,Property,High Net Worth,N,No,16,976 Roxbury Alley,4157,QLD,Australia,7,0.41,0.41,0.41,0.41,609,609,0.7625
611,Agna,Cowpe,Female,88,1969-03-05,,Property,Mass Customer,N,Yes,7,2 Main Lane,4114,QLD,Australia,3,0.69,0.8624999999999999,1.078125,0.91640625,612,612,0.7570312499999999
612,Nev,Prosh,Male,29,1950-05-08,Environmental Tech,Health,Affluent Customer,N,Yes,17,6115 Forest Crossing,2148,NSW,Australia,8,0.51,0.6375,0.6375,0.6375,612,612,0.7570312499999999
613,Lucius,Hatchell,Male,37,1951-03-19,Media Manager II,Retail,Mass Customer,N,Yes,14,432 Ronald Regan Court,3782,VIC,Australia,8,0.84,1.05,1.05,0.8925,612,612,0.7570312499999999
614,Francisca,Pottage,Female,63,1957-06-10,Software Engineer II,IT,Mass Customer,N,No,8,8600 Forster Lane,2177,NSW,Australia,9,0.44,0.44,0.55,0.4675,615,615,0.7565
615,Farlie,Brookz,Male,62,1963-07-31,Administrative Assistant I,Health,Mass Customer,N,Yes,6,6692 Independence Way,2070,NSW,Australia,12,1.01,1.2625,1.578125,1.34140625,615,615,0.7565
616,Mariette,,Female,47,1956-07-05,Programmer II,Property,Affluent Customer,N,Yes,17,770 Farmco Point,2049,NSW,Australia,11,0.82,1.025,1.28125,1.28125,617,617,0.7543749999999999
617,Beverlee,Ungerechts,Female,49,1973-10-03 00:00:00,Civil Engineer,Manufacturing,Mass Customer,N,No,8,602 Toban Center,4020,QLD,Australia,7,1.03,1.03,1.03,0.8755,617,617,0.7543749999999999
618,Nanni,Girodias,Female,61,1959-01-08,,Retail,High Net Worth,N,No,16,74 Shopko Pass,2161,NSW,Australia,9,0.86,0.86,1.075,1.075,617,617,0.7543749999999999
619,Delcina,Hursey,Female,22,1968-12-26,,Financial Services,Mass Customer,N,Yes,7,804 Washington Point,4132,QLD,Australia,4,1.1,1.375,1.375,1.16875,620,620,0.75
620,Lek,Pimblett,Male,88,1955-09-29,Product Engineer,Financial Services,Mass Customer,N,Yes,6,97 Merrick Center,2460,NSW,Australia,2,0.98,1.225,1.53125,1.3015625,620,620,0.75
621,Kellyann,Adshad,Female,62,1940-06-07,,,Mass Customer,N,Yes,22,29 Tennyson Alley,2161,NSW,Australia,9,0.41,0.5125,0.640625,0.54453125,620,620,0.75
622,Ewell,Paulusch,Male,31,1998-01-15,Engineer I,Manufacturing,Mass Customer,N,Yes,8,8194 Lien Street,4032,QLD,Australia,7,0.97,1.2125,1.2125,1.030625,620,620,0.75
623,Madison,Lars,Male,11,1967-01-19,Health Coach III,Health,Mass Customer,N,No,19,9503 New Castle Street,4500,QLD,Australia,9,1.1,1.1,1.375,1.16875,620,620,0.75
624,Ardis,Taree,Female,97,1960-04-12,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,5,0 Emmet Trail,4128,QLD,Australia,9,1.1,1.375,1.71875,1.71875,625,625,0.748
625,Wheeler,Godsil,Male,51,1993-09-20,Geologist IV,Manufacturing,Affluent Customer,N,Yes,6,7 Spaight Drive,2147,NSW,Australia,9,0.68,0.8500000000000001,1.0625,1.0625,626,626,0.74375
626,Marissa,O'Scandall,Female,17,1973-07-13,,,Affluent Customer,N,Yes,7,45000 Randy Court,3199,VIC,Australia,7,0.95,1.1875,1.1875,1.1875,626,626,0.74375
627,Terrel,Keynd,Male,30,1961-04-20,Junior Executive,Manufacturing,Mass Customer,N,No,9,65 David Pass,4221,QLD,Australia,7,0.48,0.48,0.48,0.408,626,626,0.74375
628,Augie,Swallwell,Male,42,1939-08-22,,Property,Affluent Customer,N,Yes,13,7 Golden Leaf Avenue,2400,NSW,Australia,2,0.81,1.0125000000000002,1.0125000000000002,1.0125000000000002,626,626,0.74375
629,Dillon,Bannister,Male,7,1945-12-24,Tax Accountant,,Mass Customer,N,No,11,43 Dayton Drive,2062,NSW,Australia,9,0.41,0.41,0.5125,0.43562499999999993,626,626,0.74375
630,Osbourn,Gherardini,Male,43,1987-05-01,,,High Net Worth,N,Yes,16,5 Dryden Road,2782,NSW,Australia,7,0.66,0.8250000000000001,0.8250000000000001,0.8250000000000001,626,626,0.74375
631,Lissa,Gawn,Female,86,1962-09-21,Legal Assistant,Health,Mass Customer,N,Yes,17,14183 Iowa Center,4503,QLD,Australia,5,0.76,0.95,1.1875,1.009375,632,632,0.74
632,Leisha,McConway,Female,3,1975-10-31,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,13,95 Del Mar Court,3175,VIC,Australia,8,0.77,0.9625,0.9625,0.818125,632,632,0.74
633,Kearney,Cuddehy,Male,88,1997-05-18,Marketing Assistant,Retail,Mass Customer,N,No,12,98 Shoshone Road,4207,QLD,Australia,6,0.78,0.78,0.9750000000000001,0.8287500000000001,634,634,0.7394999999999999
634,Shellysheldon,Bichard,Male,96,1954-01-06,Desktop Support Technician,Financial Services,Mass Customer,N,Yes,16,7199 Springview Parkway,4503,QLD,Australia,5,0.62,0.775,0.96875,0.8234374999999999,634,634,0.7394999999999999
635,Reinhard,Oscroft,Male,23,1950-03-18,Pharmacist,Health,High Net Worth,N,No,18,045 Magdeline Court,3690,VIC,Australia,1,0.65,0.65,0.65,0.65,634,634,0.7394999999999999
636,Menard,Venmore,Male,97,1978-04-04,Assistant Professor,Retail,High Net Worth,N,No,8,5 Hoard Trail,2197,NSW,Australia,10,0.62,0.62,0.775,0.775,637,637,0.7374999999999999
637,Andree,Breeds,Female,31,1954-10-19,Senior Editor,Financial Services,Affluent Customer,N,Yes,11,93 Scofield Pass,3152,VIC,Australia,6,0.51,0.6375,0.6375,0.6375,637,637,0.7374999999999999
638,Kata,Harrop,Female,70,1950-05-04,,Retail,Affluent Customer,N,Yes,13,2 Ridgeway Avenue,2196,NSW,Australia,10,0.66,0.8250000000000001,1.03125,1.03125,637,637,0.7374999999999999
639,Pierrette,Gummie,Female,18,1966-08-04,Statistician II,Retail,Affluent Customer,N,No,14,29 Maple Trail,3143,VIC,Australia,8,0.67,0.67,0.67,0.67,637,637,0.7374999999999999
640,Nady,Withinshaw,Female,96,1968-02-17,Database Administrator III,,High Net Worth,N,No,8,7 Brentwood Circle,4000,QLD,Australia,7,0.69,0.69,0.8624999999999999,0.8624999999999999,641,641,0.7343749999999999
641,Demott,Mullaly,Male,42,1982-12-15,Help Desk Operator,Property,Mass Customer,N,No,13,28 Hazelcrest Drive,2525,NSW,Australia,8,1.04,1.04,1.04,0.884,642,642,0.7331249999999999
642,Wendye,Kleinplatz,Female,48,1996-05-28,Executive Secretary,Manufacturing,Affluent Customer,N,No,14,01 Reindahl Circle,4132,QLD,Australia,3,0.55,0.55,0.55,0.55,643,643,0.731
643,Irvin,Bevans,Male,82,1962-07-12,Payment Adjustment Coordinator,Manufacturing,Mass Customer,N,No,12,5880 Hauk Street,2046,NSW,Australia,11,0.6,0.6,0.75,0.6375,644,644,0.73046875
644,Madella,Marquiss,Female,51,1976-10-08 00:00:00,VP Marketing,,Affluent Customer,N,No,18,0 Larry Park,3175,VIC,Australia,8,0.69,0.69,0.69,0.69,644,644,0.73046875
645,Austine,Speedy,Female,38,1940-05-23,Software Engineer II,Argiculture,High Net Worth,N,Yes,14,69 Sunfield Terrace,2558,NSW,Australia,8,0.55,0.6875,0.6875,0.6875,646,646,0.73
646,Wolf,Craft,Male,93,1995-07-19,Database Administrator III,Retail,Affluent Customer,N,Yes,5,7513 Swallow Drive,2148,NSW,Australia,9,0.9,1.125,1.40625,1.40625,646,646,0.73
647,Aldin,Newsome,Male,24,1981-07-06,Financial Analyst,Financial Services,Mass Customer,N,No,17,058 Morningstar Center,2127,NSW,Australia,9,0.76,0.76,0.95,0.8075,648,648,0.725
648,Sindee,Jasik,Female,18,1942-10-21,Social Worker,Health,Mass Customer,N,Yes,15,0689 Melby Park,4030,QLD,Australia,9,0.57,0.7124999999999999,0.8906249999999999,0.7570312499999999,648,648,0.725
649,Truman,Arlett,Male,58,1958-06-25,Technical Writer,Manufacturing,High Net Worth,N,Yes,16,3 Spohn Circle,2477,NSW,Australia,5,0.44,0.55,0.55,0.55,648,648,0.725
650,Gordon,Rewan,Male,42,1988-01-07,Chief Design Engineer,,Mass Customer,N,No,5,91 Calypso Trail,2750,NSW,Australia,8,0.6,0.6,0.6,0.51,651,651,0.7225
651,Israel,Brough,Male,29,1976-10-29,,,Mass Customer,N,Yes,8,43863 Victoria Lane,2281,NSW,Australia,7,0.87,1.0875,1.0875,0.924375,651,651,0.7225
652,Leticia,Hovenden,Female,98,1997-04-03,Mechanical Systems Engineer,Retail,Mass Customer,N,Yes,1,54782 Lake View Parkway,3178,VIC,Australia,9,0.63,0.7875,0.984375,0.83671875,653,653,0.7187500000000001
653,Caritta,Compston,Female,86,1958-04-25,Geological Engineer,Manufacturing,Mass Customer,N,Yes,17,48971 Marquette Point,3976,VIC,Australia,5,0.76,0.95,1.1875,1.009375,653,653,0.7187500000000001
654,Annabelle,Hanwell,Female,11,1951-11-28,Professor,Manufacturing,High Net Worth,N,Yes,15,99 Sherman Parkway,3083,VIC,Australia,12,0.77,0.9625,1.203125,1.203125,655,655,0.7171875
655,Darryl,Hovee,Female,2,1944-04-28,Professor,Financial Services,Mass Customer,N,Yes,19,381 Emmet Terrace,2047,NSW,Australia,12,0.51,0.6375,0.796875,0.67734375,655,655,0.7171875
656,Orly,Nesbitt,Female,6,1985-03-25,Analyst Programmer,Manufacturing,High Net Worth,N,Yes,14,7 Beilfuss Road,3163,VIC,Australia,6,0.51,0.6375,0.6375,0.6375,657,657,0.714
657,Margette,Gibard,Female,34,1942-07-06,,Manufacturing,Affluent Customer,N,Yes,9,37068 Montana Street,2011,NSW,Australia,7,0.59,0.7374999999999999,0.7374999999999999,0.7374999999999999,658,658,0.7124999999999999
658,Nicol,Bertot,Female,25,1977-09-11 00:00:00,Financial Advisor,Financial Services,Affluent Customer,N,Yes,18,7 Elgar Hill,3060,VIC,Australia,5,0.65,0.8125,0.8125,0.8125,658,658,0.7124999999999999
659,Nobe,Trowsdale,Male,12,1968-07-12,Community Outreach Specialist,Financial Services,Mass Customer,N,No,16,36506 Bartillon Point,3816,VIC,Australia,3,0.94,0.94,0.94,0.7989999999999999,658,658,0.7124999999999999
660,Stephen,Tittershill,Male,73,1991-12-21,Nurse Practicioner,Financial Services,High Net Worth,N,No,6,8 Scott Drive,3150,VIC,Australia,11,1.08,1.08,1.35,1.35,658,658,0.7124999999999999
661,Giselbert,Pickring,Male,94,1959-07-28,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,20,653 2nd Park,2766,NSW,Australia,8,1.03,1.2875,1.609375,1.609375,662,662,0.711875
662,Shane,Diss,Female,50,1980-10-29,,Financial Services,High Net Worth,N,Yes,16,22 Shelley Plaza,3198,VIC,Australia,8,0.64,0.8,0.8,0.8,662,662,0.711875
663,Lisette,Davers,Female,59,1940-10-26,Developer III,Health,High Net Worth,N,No,17,504 Stuart Pass,2130,NSW,Australia,11,1.03,1.03,1.2875,1.2875,662,662,0.711875
664,Chicky,Sinclar,U,43,,Operator,IT,High Net Worth,N,Yes,0,5 Red Cloud Place,3222,VIC,Australia,4,0.83,1.0374999999999999,1.0374999999999999,1.0374999999999999,662,662,0.711875
665,Kippar,Whyatt,Male,13,1960-01-21,,Property,Mass Customer,N,No,10,264 Valley Edge Pass,2259,NSW,Australia,7,0.5,0.5,0.5,0.425,666,666,0.71
666,Xenia,Maleck,Female,41,1960-02-14,VP Product Management,Telecommunications,Mass Customer,N,No,12,5 Southridge Hill,3029,VIC,Australia,7,0.72,0.72,0.72,0.612,666,666,0.71
667,Essie,Withur,Female,42,1941-02-26,Director of Sales,Financial Services,High Net Worth,N,No,19,539 Graceland Pass,3444,VIC,Australia,7,0.87,0.87,0.87,0.87,668,668,0.7054999999999999
668,Cecil,Gant,Male,52,1976-07-16,,,High Net Worth,N,Yes,9,22435 Barnett Court,2145,NSW,Australia,8,0.51,0.6375,0.6375,0.6375,668,668,0.7054999999999999
669,Lillis,Eshmade,Female,50,1974-10-12 00:00:00,Structural Analysis Engineer,Financial Services,Mass Customer,N,Yes,22,46057 Harbort Hill,4304,QLD,Australia,2,0.72,0.8999999999999999,0.8999999999999999,0.7649999999999999,668,668,0.7054999999999999
670,Ted,Izacenko,Male,3,1959-08-01,Librarian,Entertainment,High Net Worth,N,No,9,2 Shasta Place,3130,VIC,Australia,10,0.98,0.98,1.225,1.225,668,668,0.7054999999999999
671,Nixie,Shoesmith,Female,45,1956-12-04,Junior Executive,Retail,Affluent Customer,N,No,12,77608 Donald Center,4516,QLD,Australia,6,0.92,0.92,0.92,0.92,672,672,0.7039062500000001
